review_sentiment,text
__label__1,cant rate don't work: I can't write a review because the DVD doesn't work when I put it in my DVD player. Terrible shame. Don't know why. Everything else works but this Frankie & Johnny DVD.
__label__1,Read carefully before you purchase from Amazon - see below comments: I was upset with this Amazon purchase because when I played the movie (Frankie & Johnny Michele Pfeiffer & Al Pacino) it said ' this disc may not be played in your region 'well little did I know that the movie I purchased was in Swedish. How could that happen? Can you tell me Amazon where I can purchase this movie in English. I don't need to review the movie because I have seen it before and loved it..that is why I wanted to purchase it..so I could watch it again and loan it to friends. It was not a big hit movie and it is very hard to find. It is a movie from the 1980's.Beware Amazon purchasers - read carefully before you purchase - read the fine print.Patricia
__label__2,It's good not great. About right for the price.: This sharpener is good not great but probably right for the price. I sharpened a bunch of pencils in a row (we homeschool) and it ran smoothly about 90% of the time. There were a few clunky starts nothing dramatic but not perfect. Also and this is the reason for the lack of stars; the drawer is a bit of a pain. When you sharpen of course there are shavings in the small drawer which is accessible right on the front below the hole. Well when you go to put the drawer back in it's a tiny bit of a struggle. There is a small plastic `tube' or offshoot in the back of the drawer and you have to line it up with a hole inside the machine. Because the drawer is a rather cheap plastic as is the tube/offshoot I had the feeling it would break if I let my kids use it. Decent length cord about as noisy as any X-Acto electric sharpener.
__label__1,Don't Waste Your Money: I bought this sharpener for my kids to use at home. We tried it a couple of times but it never sharpened a pencil evenly (wood all up one side so you can't write with it) it is really noisy and vibrates a lot. It really feels like a bargain basement electric sharpener. I returned it and bought a Westcott iPoint Electric Pencil Sharpener which works so much better and is far less noisy.
__label__1,Doesn't work!: This sharpener did not work from the first time I attempted to use it. It only hummed when a pencil was inserted into the sharpener. It seems like the motor is bad or just too weak. I’m sending it back.I do NOT recomend this item.
__label__1,Disapointing: I ordered the Boston pencil sharpener and was sent the x-acto sharpener. I do not like it. My round pencils get stuck. The opening is not quite big enough. It is very noisy and it does not sharpen evenly. I sharpened three pencils and will return it. Very disapointing to get a different product than ordered.
__label__2,It works: All I needed was something to sharpen pencils with. We always get those cheap sharpeners that cost 50 cents at walmart.....no good. This is perfect.
__label__2,A reading escape: I want a novel that is well written. A book with story plot and characters that live and breathe. A book that for a few hours I can relax lose myself kick-back and enjoy reading. Quiet Desperation is such a book and for me is the reason I love to read. I look forward to more advertures from Tuck Matson and more books from Mr. Smeraglia.
__label__2,A knockout ride of a thriller.: Jeff Fahey's life goes to hell when he receives an arm transplant after an auto accident. Turns out the arm came from a serial killer! Written and directed by genre favorite Eric Red Body Parts is mostly superior entertainment from beginning to end. Fast-paced with several exciting action sequences (The pseudo-car chase and hospital finale come to mind) and a decent mystery make certain the movie never lets up. Drags a few times in the beginning and the story gets maybe a little too silly but this is overall a gripping horror/thriller. Fahey is superb as is Brad Dourif as an eccentric painter.*** 1/2 out of *****
__label__2,theres a new sherriff in town!!: thses guys rock and the vocals are 2nd to..well maybe dio well worth the price of addmission!
__label__2,Reference Quality Blu-Ray Picture: This picture transfer on Blu-Ray is definitely reference quality and worth bragging about and showing off to your Hi-Def junkie friends.I can't comment on the lossless audio quality since I cannot decode quite yet.This is a "must have" for any Blu-Ray collection.
__label__2,A movie that as it all!: Before I first watched "I Robot" I was afraid it might have sold out as an action film. Thankfully I was wrong."I Robot" contained an even balance of not only action but psychology sociolgy philosophy the clash of logic and emotions life and unconditional love. The movie made you think and feel with its knowledge although its visuals and sounds were equally appealing with another nice balance of the present and the movie's version of the future. Such a natural feeling is rare in action films which helped the mind to agree that it is believable.If you watch this movie watch it not only for its action but its beautiful philosophies. It can make anyone think. Or if you don't like to think enjoy the action and seeing Will Smith naked in the shower (unless you don't swing that way). ;)
__label__2,A surprisingly good adaptation: Loosely based upon Isaac Asimov's story Will Smith's I Robot is good. I rarely have anything good to say about such adaptations but this detective story set in a future in which robots are commonplace is well-done and gripping. Although I think the key plotline of following "breadcrumbs" or deliberately set clues could have been done better the special effects are for the most part impressive and believable. The acting was good and I was pleased to watch it.
__label__1,Not Asimov material: Smith has shown once again that he can only play one role - that of a disrespectful punk who grates on everyone's nerves. Asimov is probably rolling around in his grave right now. The special effects were good but the acting was not. Chi McBride was great and Bridget Moynihan did well but Smith just reinforced the fact that he can't handle any role that doesn't exactly reflect his own personality and demeanor. I hope that some director in the future tries to cast Smith in a role that wasn't written for him - then we will all see that he really can't act his way out of a wet paper bag.Don't buy this on DVD - wait for it to come out on one of the cable movie channels...
__label__1,Oh how stupid can they be?: Well a lot. More than a lot. Poor Will does his best with a doggie script. He accounts for the one star.I don't know why those enlightened movie companies insist in making one SF dog after another. Did you watch the "The Chronicles of Riddick" "Sky Captain" or "AvP"? There are plenty of others around all of them sucking money out of our pockets.They need to fool us in order to pay for the great CGI effects I suppose. They fail to understand that if CGI is used to generate profits it will kill the emotional content of the movie. What's left is the customary Hollywood Pablum dulling our senses.Do not relate this dog to any of Isaac Asimov's works. They stole the title and we shall punish them by forgetting this miserable mutt.
__label__2,I Robot: Loved this movie! Would have given it five stars if there had been a little romance thrown in. It was very good even so.
__label__1,Review is specific for this combo pack more than the movie: I ordered the 3D/Bluray combo pack for the action/graphics. It's a typical Will Smith big budget action movie (so if you like those you'll like this).I don't post many reviews but I wanted to on this 3D/Bluray pack because the 3D disc does not play on my Vizio 3D Bluray player. The disc acts like it is going to load and then just ejects. I ordered it a second time thinking that I had received a defective disc the first time. I was wrong. The second one did the exact same thing.Save your time and money and order a normal DVD.
__label__1,Not Even The Same Story As The Book!!!: The story is totally different than the book. All they took was the name and a couple of the characters.The story was pretty much a rip-off of the Terminator. Just think about it.(...) What is this thing next to the what who did this and why?
__label__1,Ugh! What a travesty that this book was published!: Drag drag drag. I kept reading for two reasons: the first I had nothing better to do one Sunday and the second I kept hoping something significant would happen. It didn't. This story had no climax no capture no passion. Who wants to read about the somber day to day lives of boring spinsters? (Of course I did what a waste). Alice Hoffman is off my reading list. Her use of profanity was unwarranted and did not emphasize meaning in anything. Her characters were flat and the overall flow was slow if not stagnant. The ending was short and curt as if she was just as bored writing it as it was to read. Unremarkable!
__label__2,Maybe 3 and 1/2 Stars: I picked this book up expecting to get lost in a magical world (maybe something like Harry Potter!) but this book failed to deliver on that front. The magic was underhanded and unorganized. However with that said this was still a good read. Examining the dynamics between two generations of sisters was interesting and the writing moved along comfortably. Overall it's worth reading but don't expect to be mesmerized!
__label__2,terrific: The book was great! I have already recommended it to friends of mine. I would definitely read it again and again.
__label__2,A peppy lil guy that gets the job done!: HIGHS: suction bare floor cleaning retractable cord quietness ease of useLOWS: tips easily not great for carpets bag capacityVERDICT: A good little helper on hard surfaces but not ment for carpeted areas.
__label__1,For Those Who Like Intellectual Jibberish: If you liked high school poetry class you might like this movie. Both my wife and I hated it because the teachers always seemed to find some meaning in a poem that completely mystified us. I thought this movie was going to be a search for the missing sixteen-year-old sister of the main character. If she found out what happened it must have been hidden just like those esoteric 'meanings' our teachers found in the poems they assigned. I thought the movie was still setting the background when it suddenly ended. What it was all about I have no idea.This is a movie for those who like to spout intellectual jibberish and think it means something. Or maybe you have to be on some kind of illegal drug to make any sense of this movie?
__label__2,After all it is Poe: Great reading year after year his works endure. Wish I had had the opportunity to meet him in person no I'll haveto wait until the afterlife. Hope we both end up in the same place.
__label__2,Lullabies to paralyze: Well as this album leads from songs for the deaf i also have to say this is a really good album. Long slow goodbye little sister and in my head are really good songs and someone's in the wolf (another song on the album) is good. and practically every song is pretty good. I would say the worst song(s) are broken box and you got a killer scene there man. Well let's see what our surprise is on the next album......
__label__1,Flummery: Surely dear reader this book must be a parody of Austen and Trollope. But one turns the pages with an uneasy consciousness that one has not been let in on the joke.
__label__2,Water Filter: This is exactly what was described and perfect! It fits right under the counter and is so easily installed. We searched forever to find a decent looking spout along with the water filter for under the sink and we finally found Aquasana!
__label__2,Best Steak Seasoning Ever: This is the best steak seasoning I've ever found in a store. I've established a great reputation for my steaks based on this seasoning. Unfortunately my local grocer stopped carrying it! I am worried I won't be able to find it any longer. It really is the best!!
__label__2,my mistake: I bought this to replace the 'fish' that my dog loved and we lost in the woods. I was excited about the 'turtle'. When it arrived it is tiny! My mistake as it clearly states it is for small dog. My 70# lab does love it still. I wish the 'turtle' came in a size for a large dog. Overall it is a sturdy toy my dog can break any squeaker but he does not destroy these very strong/sturdy.
__label__2,Nice to share: I don't like to journal because of the big blank page staring up at me. This is a great compromise because the space for gratitude isn't vast. My sister and sister-in-law were pleased to receive the journal as gifts too.
__label__2,Great little journal: Received this as a Christmas gift from a dear friend and I just love it. Keeps me in the moment and helps me remember all the wonderful things to be grateful for each day.
__label__2,This is great!: This journal allows you to highlight the good things in your life. It makes you think of the positive rather than the negative. It is a must-have!
__label__1,Excellent Adventure but way Bogus Journey: This movie was nowhere near the original so should you wish to watch it don't expect to be in stitches the whole time. I honestly like it less and less each time I watch it which to me is a mark of a bad movie. It does have it's moments hence the 2 stars (it is after all Bill and Ted it HAS to have moments!). My suggestion is rent/borrow it before purchasing it. If you love it--buy it. If not--don't.
__label__1,Bogus package labeled correctly: Whole family loved the first when viewed in 2011 it is aging well. This one is not aging well too many things are too bogus to keep the story line going.The scene with the Reaper's Challenge is the only redeeming scene and even that one is slower than most scenes in today's comedies. Only watch if you are a "Bill and Ted" Historian.
__label__1,WORST FREAKING MOVIE EVER FREAKIING CREATED: although i do agree with all the reviews below mine i would have to say this movie freaking sucked. It is the abomination of the movie world. It should have never been created I got this in my cereal box yep i was pouring my fruity lucks when this dvd popped into my cerial bowl. I tryed biting it to see if it was candy but to no avail it was actually the dvd. I was so disappointed i decide to watch it I thought i might get a good laugh out of how corny and cheesey... mmm. cheese... I want popcorn. THe movie actually scared me and i had to go to the store to buy beer and asprin. I then went to a party and talked about how bad this movie was. then i talked to alpha571 about it. I couldn't believe that there was a movie with russel crowe in it where he wasn't yelling. Anyway i liked the part in the movie where they died. that was the only funny part and they should have ended it there. good night everybody!
__label__2,Funny! Funny! Funny!: Bill & Ted are killed by "robot us-es". They were sent from the future to prevent the birth of "Wyld Stalions" Bill & Ted must now challenge death & escape the afterlife to set things right. Side splitting fun! Recommended!
__label__1,That Boy Mike Jones Is A Fake Man: That boy mike jones is about to get what is coming to him. He running around houston claiming he the king of the streets boy please. If anyone want to hear some real underground rap from houston go get that Chamillionaire (The MixTape Messiah) cause that is a true mc that should be out there cus Dike Jones -Who- Dike Jones his album is never coming soon. He has been saying that it is coming soon since 2002 but all he has done is put out two trash cds before he would even put out the cd he been talking about for two years. now he about to put out a cd with Paul Wall Called -The Future- but where in the hell is His Solo album. Oh Yeah it coming soon since 2002. Paul Wall messed when he turned his back on Chamillionaire but That Mixtape Messiah pt.2 expose this fraud ni--as. So go get that Chamillionaire The Mixtape Messiah. SO you can remember what real underground music is. Hiram Clarke Tx.
__label__1,Way Too Small For Anything but the Camera: If you bought a camera and you want somewhere to keep all your "stuff" - nothing outrageous but things like cords a couple of CDs maybe a wireless mic this is NOT your bag. It will carry only your camera. No extra stuff. Buy this to carry your "stuff" and you will still be relegated to carrying the rest of your items around in a plastic grocery sack.
__label__1,Did not live up to expectations: Getting the book I thought it 'would change my life' through all the insight Sennett would bestow on me. Sadly not the case it was a lackluster title. I don't really have any suggestions as to what might be better.
__label__1,Long and allegorical: Too long.May sound good if you don't know your Bible or Biblical History.The world won't end on 2011 either.
__label__2,Any Fan will be happy.: I did have some concern from other reviews that mentioned the lackluster sound quality. I am very picky about my sound. But the price made me do it and I am happy I did. This CD had all the songs I needed to fill out my collection. The quality was not an issue at all. This is well worth the money you will not be disappointed. This is a perfect addition to that EWF fan that wanted to grab a few songs on ITUNES you can get this CD have everything you needed and more for the cost of a few songs on Itunes.
__label__2,what's up w/ Jarrett: This is a great album of atmospheric moody music. Gary's bass sounds great and he plays well throughout. Jack accents the mood and only really opens up on the last two tracks. I would consider this one of my all time favorites if not for one thing: Keith Jarrett moaning and whining. I can't understand it. His playing is so beautiful and lyrical all overlaped w/ these strange and annoying noises. I know it is an expression of emotion while playing but I find it highly destracting. This album though is good enough to look past it. Barely.
__label__2,Nice supplement to study Meisner work.: Nice explanations as to why you learn the words in the way that you do and all books in this series include notebook client pages for you to take notes or practice the exercises. I liked the fact that he included questions of the class and his answers to those questions.
__label__2,A way to understand the language of film.: As a college film instructor I find Persona a wonderful text for students to begin to understand the ways film language operates. With it the critical viewer can surpass content-based approaches to film and begin to understand the way film communicates visually. Not only do I find the film valuable for my students but myself as well. I love to watch it and unravel its complex and compelling messages. In approaching such a bold and innovative work I find much of what I love in movies. That experience is beautiful. Persona is one of the few films which can do that for me as well as it does.
__label__1,Nope not worth it: Rated at 1000mAh just like the original Panasonic battery for my TZ5. Only had 1/2 the life at first. A little over a year later it only lasted for 4-8 picture and 3-5 minutes' worth of video. After a year and a half this battery is dead. Not even recommended as a backup. Spend the extra few dollars and get one with a better user rating more mAh or better yet just get the Panasonic.*Update: I returned it under their 3 year warranty (though they now say it's only 2). I had to pay $2 to ship it back to them (which is fine) and now they say I owe them another $7.50 for shipping and handling. Wow this battery only costs $7.14 new right now.**Update #2: I ignored their request for another $7.50 but after a month or so they sent me a new one anyway (which has been sitting in my desk ever since since I bought a higher quality backup battery in the meantime...the Kinamax 1300mAh S007 for about 15 bucks).
__label__2,Siempre hay que tener 2 baterías: Les recomiendo que siempre tengan 2 baterías la original con la que viene la cámara en mi caso la Panasonic Lumix DMC-TZ5K y otra de reemplazo para que nunca se pierdan ningún momento por tener la batería descargada. Carga perfectamente en el cargador original de la cámara y su precio es muy muy bajo... comparen y verán.
__label__2,Works Great: Most Panasonic cameras have a pretty good battery life. Unless you shoot a lot of pictures or use the flash a lot. In that case you will need another battery and this is a good choice.
__label__1,bleh: well they don't taste like anything... and they're really hard to bite into - not crispy just really hard. If you're a sailor from the eighteenth to ninteenth century and you're used to "ship's biscuit" then I'm sure you will love these as they've got more protein and better taste and are also in nice sealed packages (no weavils!) They remind me of Woody Allen's line "I could make a lot of money selling these in a health food store."I went for these because of all the rave reviews and I am now dissapointed. I guess I can feed these to my boyfriend... he might eat them if he's really hungry and there's nothing else.
__label__2,Nice album for the sad times: Hefner is really awesome. If you listen "Love will destroy us in the end" you may find the most sensitive yet funny song of the album and it's quite surprising that a band can do that without using epic arrangements with horns and all that stuff. I recommend this album because no one has this one and i'd love to talk about it with anyone.
__label__1,DO NOT BUY THIS EDITION: PLEASE DO NOT BUY THIS EDITION! IT IS POORLY EDITED AND FULL OF TYPOS AND ERRORS. GET THE PENGUIN EDITION INSTEAD.
__label__1,Good movie terrible DVD: I have no problems with the movie. But technically the quality of this disc is beyond terrible. It looks like a YouTube video does when you play it on a 50-inch plasma. Only worse -- compression artifacts tiling with squares the size of Post-it Notes banding that looks like 16-bit grayscale. It made the whole thing unwatchable for me. [...]
__label__1,DEFECTIVE PRODUCT: I ordered and had to return two separate copies of this DVD because of wavy lines in the picture on both copies.
__label__2,Detour: Made by a Poverty Row studio in just six days this cynical acid-tongued noir exemplified what a skilled director like Ulmer could do on a shoestring budget. Narrated by Neal whose weary voice is that of a man recounting a terrible nightmare "Detour" wallows in grim fatalism and sports a wildly venomous turn by Savage as the castrating vixen who blackmails Al into a seedy get-rich scheme. Crisp pacing rabid dialogue and on-the-fly camerawork make this disturbing and fascinating "Detour" well worth taking.
__label__2,Great book: Wonderful book if you want to know more about the practices of the samurai. I bought this for my boyfriend and he found it very useful.
__label__2,Path to integrity: This work is from the memoirs of an enlightened soul . written some 600 years ago still applies to every day life in the 21st century. Better than any "self help" book on the market. It's a self help guide to peace - integrity - and enlightenment of our soul . Seen through eyes of a free spirit indentured to service. living by a code
__label__2,Insight into the spiritual ideals of the Samurai: The translation may be a little enigmatic at times but the core of the material is extraordinary. As a historical document it reflects on the ideals that defined the Samurai spirit and laments the loss of this selfless nature.
__label__2,Love This Mat: This mat is perfect for me. The 10mm thickness provides the cushion that I need for my ankles back and knees. I also love that it is decomposable recyclable does not absorb moisture is toxic-free hypoallergenic and wipes clean with a mild solution of soap and water. Very much worth the price.
__label__2,Best Value for the $$$: Easy to put together. Came with very good and clearcut instructions.You have to have a good amount of floor space for it to turn though.Other than that it is a super buy!!!
__label__1,One-Sided and incomplete: One can go on forever about who is pro this or pro that but the truth is that the most complete and recognized book on the subject of the Liberty is written by Jay Cristol a United States Judge who has devoted his life to the FACTS of what went on that day. This book shows one side from an emotional person who was hurt and angry. If you read this book you do yourself and history a disservice if you do not read Jay Cristol's book as well. I was "horrified" by the incident as any American would be until I read the explanations and facts addressed by Judge Cristol. Seemingly impossible facts to refute mentioned in this book have complicated but indisputable answers. A country fighting for its life does not brutally attack its ONLY ally in the world. There are answers and this book does not have them. Judge Cristol's book does.
__label__2,I bought it by mistake.: First let me say that I ordered this movie by mistake.I wanted to order more movies but I got this instead.How are you supposed to get the movies you want?Now I have the movie I want so I watch it. It is called theWorld's nuttiest nutcracker. Which is why I bought this moviebecause it's about world records for who is the nuttiest of all.Let me repeat that I hate cchristmass. But I love movies about christmass. I dont have to deal with my own family because I hate them. So now I watch this movie and I like it like 4 stars out of 5 it is insane. There are all these people in the moviethat look like cheap plastic but wait they are not real they are realtime 3d people/fruit. So that caught my Eye and I loved the fact that this was a good choice to buy and then watch thisawfull film
__label__1,Not So Great...: I purchased this video in a bookstore on Cape Cod last summer and was disapointed. Though I admit no video or photograph can match the beauty of the Cape that I know this video is both dated and technically rough around the edges. The content was a little superficial as well.Sorry if this sounds superficial but hopefully they'll update it.
__label__2,Touching tale of committment and love.: A young boy opts to adopt an abused and neglected dog in need of a home rather than raise a coveted purebreed pup and learns that hard-earned love is sometimes the sweetest to receive. Ukrainian artist Katya Krenina's illustrations are delightful and Lisa McCourt's tale of a boy and his dog seemed particularly relevant to our family's own adoption story.
__label__2,On time and new as described: Reasonably priced and shipped on schedule. Valves and membranes were new and in packaging as described. Pricing is very competitive and purchasing was easy.
__label__1,no accolades here: I threw this book in the trash I was so very disappointed. Characters are flat story lines are absurd........why would I be interested in a stepmother sleeping with her stepson after the funeral of her husband? All of you who seem to love this author switch to Elizabeth Berg.....superior author and stories with depth.
__label__2,Unique Subject Matter: "Come to Me" is a book of short stories. Each one dealing with outrageous extraodinary unimaginable subject matter.Such as..."Love is not a Pie" about a husband and wife who bring another man into their bed.OR..."Sleepwalking" A stepmother seduces her stepson. (Naughty)"Silver Water"... A tearjerker about a girl remembering her sister'slife and suicide."Only You"...A bored housewife who falls head over heals with her hairdresser who happens to be a transvestite.My favorite---"Phychoanalysis Changed My Life"...A (very smart) therapist has a plan to set her son up with a patient. (unexpected and colorful)!If you're seaching for skillful writing unique metaphor truth and the element of uncut surprise...this is definitely the book for you.>>NOTE>> Even though I did not agree with some of the subject matter I found myself identifying with the characters.
__label__1,Poor: A very poor book. Don't bother. From the title you'd think the book has interesting information from high-level commanders. It doesn't. It's mostly just a bunch of ramblings often contradictory. The chapter on Finland maybe would rate three stars. I think the only useful information in the whole book otherwise was the information on the number of snow-plows per mile that were needed to keep roads clear. If you are looking for any other logistical info forget it. The description of the book is highly misleading and I regret having bought it.
__label__1,Neither Savage or Sensuous: I must admit that the title caught my attention. Sad to say the music won't. It reminded me of being in a department store elevator stuck in the mezzanine and unable to get out. You can save yourself. If you want good exotica buy a Les Baxter CD.
__label__1,Greek: This was not a very good movie nor well acted. Anthony Quinn always play good movies but this one was just o.k.
__label__2,Great book great information great photographer!: I think that Ansel Adams was a great photographer I personally love photography and would love to see more professional photographers.
__label__2,A Good Resource Book: Grasping God's Word makes an excellent resource book for any personal library. It is written in such a way that readers on several levels of education may find it informative and useful. A strong emphasis on application of Scripture is much appreciated.
__label__1,College book: Thank you for sending the book fast so that I could start reading it for my college class
__label__2,Run a full size smaller - but toasty warm: I have several other pairs of slippers for winter and these are my absolute favorite. they're so warm and comfortable. My only two complaints though are that I'd like to see a more supportive footbed. Also they do run a full size too small so be sure to order one size up. I did so at the recommendation of the other reviewers and they were right. The sole of the slipper is also non-slip.
__label__1,do not order these: I received mine yesterday and returned them today. The uppers are glued to the sole in a haphazard fashion. Once you put them on you can feel the edges where the uppers are glued and clipped on the inside. I doubt they would last long. Glue is not the way to go. They should be stitched. Shoddy workmanship all the way around. I am sorry I paid for the shipping to get them. and the shipping to send them back. All in all $16 to find out they were shoddy. Never again!
__label__2,Warm but less than perfect: Shearling is the best slipper material I have ever tried so I've owned a number of shearling slippers. The sole of these is not as cushy as others I've had and they don't feel quite as snug (which makes slippers snuggly). Having a non-shearling outer sole as these do is key for any sort of durability. Not a bad buy at the price but there's a little compromise.
__label__2,Good Christmas Present: My wife asked for slippers to replace some old warn ones I'd given her years before At that point the mall was beyond crowded so I went online. After browsing for what seemed a LONG time (I'm a guy I hate to shop) I found several and finally narrowed it down to this. She loves them! And for a "color challenged" guy I even picked the right color. They are great!
__label__1,Almost a whole size too small: I bought these last year and tried them on - too small but I thought perhaps they'd stretch out a bit. WRONG! I've been wearing them now - still almost new - for a month now w/ no luck on any stretching. My toes are smushed all the way to the end and they hurt! I even have a narrow foot for what it's worth - not that the width would affect much. Still - bummer..
__label__2,Great for the price.: I bought these when they were deal of the day for around $15. Can't complain about a deal like that. In response to the reviewers who said to order a size up I'd say maybe order up a half size if you like your slippers fairly loose. When I first got mine I thought they would be too small but after wearing them a couple of days they stretch out and I think they run pretty tru to size. I wouldn't pay $50 for them but if I see them for deal of the day again I'll be buying them for all my family.
__label__2,Fixed more than Our Table Issues (no doubt!): We brought this baby home expecting the most. Boy did we get it. It was one of those nights: Clarance and Arnold are "on their way" six others were expected. I had an amazing recipe from Marie Curie (Spanish salad!) and Ken had squeezed the juice clean from the cranberry. We threw the table together and after some simple instructions (and not less than two stubbed thumbs) we were in "biz"! I would decide to tell anyone that this tool really has something for everyone. Pleased customer.
__label__2,Widge: I like this product when using my Bosch combo kit on my router table. This base allows me to adjust the router bit height from above the router table by using the included Hex Key. In additon I can leave this base permanently attached to the router table. I simply pull the motor out of the base that's attached to the router table and then stick it into one of the other router bases when I want to use the router freehand. Very convenient.
__label__1,Bad product.: This product really sticks. I bought a couple days ago and then had to return it. I couldn't even set up the VNP because there was no proper documentation. I call Netgear and their support was no help at all. The router couldn't work wirelessly and wired simultaneously for the same machine... without reset the router... What I am trying to say is if you connected wirelessly to the router and then disconnected that wireless connection and then plugged into the router with your wired LAN cable... you would not have a connection. Unless you went into the the router wirelessly and resetted it manaully. The latest firmware upgrade they have for the router is a beta v1.2 - And if you have a a problem with beta versions of their firmware you cannot call them (Netgear).... you have to email .... beta@netgear.com or something like that. It does have alot of cool features but there are too many glitches. Hope this review helps.
__label__1,decent products - awful technical support: I've had a variety of netgear products over the last 3-4 years. I've generally been pleased w/features and functionality.Up until recently I've never had to draw on netgear tech support. However after a year of working fine one of my firewall/routers went "kerplunk." All the signs point to a hardware problem. So I contacted tech support realizing that I'd have to go through the usual rigamorole (sp?) to get an RMA.However despite a very detailed email description of the problems and the various things I did to try and fix them (firmware upgrades/reinstalls hardware resets etc) the tech who answered me told me I'd have to contact them through telephone support.Currently (11:10 PM Eastern Time 29 July 2003) wait times for tech support are in excess of 140 minutes! That's unacceptable.If you are lucky enough to never need tech support or to have an item repaired/replaced then netgear is a fine option. Otherwise buyer beware!
__label__1,Waste of Time.: Viewed: 7/11Rate: 27/11: Zzzzz...watching The Addams Family is like pouring nitric acid on my brain. I hate all of the characters and it gets ever annoying to watch Gomez to be fancy and exciting doing things. It's like...Can the nightmare end? Even though it is a 101 minute flick The Addams Family is just too long to sit through. The plot is idiotic and the whole time I am wondering why couldn't they have electrocuted Fester in hopes of kicking his amnesia over. I am surprised that despite the fact that everybody in the family likes dark incidents and so so nobody was abusing drugs. Wake me up when somebody hires Thing for a job...like he has a social security number. Did the film really start the gothic trend where stupid kids in high school were dressing up all in black and pretending to have mental and emotional problems? All in all The Addams Family is a terrible piece of rubbish that manages to make time to crawl very slowly.
__label__2,Great look at the feastival!: I thought this was a great book - especially for someone just learning about this like me. The writing is easy to get into (in some cases a bit too cutsy I'm afraid but I looked past that). I enjoyed the section on the history of halloween across cultures although in some ways it seemed like too much of a high level synopsis but it was an ok introduction. The section on halloween symbols was excellent since we see all these things typically at halloween (black cats witch hats etc). There are some fun divinations which include runes. And there are of course blessings and recipes etc. I think this would be a great family book - to give kids (all of us really) a bit more meaning to the day rather than just getting a stash of candy from the neighbors. Definitely a great introduction and fun stuff to do. I'm giving it 4 stars rather than 5 since I was expecting a bit more substance but its fun nonetheless.
__label__2,Loved This Book!: Really opened my eyes on the mythsmisconceptions and superstitions.Silver made me smile more than once. I plan on reading it again.VERY informative. Also recommended reading is Silver's To Stir A Magick Cauldron and To Ride A Silver Broomstick. Check out author Yasmine Galenorn also!
__label__2,Box Of Hair: I heard that Cub broke up. If it's true it's truly tragic. Cub are a female trio from the Great White North who specialize in sugary-sweet pop gems with a very little bit of a country feel. Sometimes they remind me of The Fastbacks. They play clean with little or no distortion & make good use of light-hearted humor. The Last 2 tracks "Riverside" & "Not What You Think (Live)" show that they can do much more than the seemingly empty cutsie pop songs. Their pop songs however are not as vacuous as they may appear to be on the surface. They are smart creative & heart warming. I don't know if this is Cub's best album because they are all so good but I do know that if bands like Heavenly Go Sailor & Butterglory make you happy then so will Cub.
__label__1,Poor performance: This brand was my 2nd Delonghi thermal carafe model in 2 months after the first one broke after 5 weeks. This one worked wonderfully for about 4 weeks until one morning. I came in and found coffee all over the counter. I thought I had not aligned the pot properly or something. After another week of dealing with this the electrical system shorted out due to all the coffee spills. This coffee maker made the best coffee and the carafe kept it hot all day. I don't know what happened and we couldn't get it resolved. We purchased a Cuisinart with a 3 yr warranty (not the one that grinds coffee) and has worked great for 6 weeks.
__label__1,Terrible packaging: The kit came in one of those treacherous plastic molded shells designed to hang on a store display. It took almost 10 minutes and several bloody fingers to access the contents. Of course the picture on the Amazon website does not show this egregious over-packaging.
__label__1,Stupid Amazon Return Policy: Amazon won't take back the item even if it is UNOPENED. Even if I pay for return shipment. What a second rate retailer...
__label__1,LWatLA: If you had a rating of -100 it would be rated below that. The case is solid but has no on & off switch. The soft ware program is rip rip rip off. no customer service. Still have not heard back from them.I would not advise my worst enemy to buy this product. It was awast of time money & efor. do notdo not buy this product.
__label__1,Dell 700/710m laptop owner beware: This product makes a copy of the new disk from old disk. But it is not bootable using the EZ GIG 2 software. I have Dell Media Experiance but not Dell Media direct. After trying for two weeks and researching I got hold of tech support really. Waited on hold for 45 min. After talking with them. I was told it does not work for the dell 700/710m laptops. So now instead of using my new 120GB drive to replace my 80 GB drive. I have another 120GB external drive. But it does have all my files and programs.Sadly it was a waste of money.
__label__1,Alan Moore's writing for comics: I wanted more of a "how to book" on comic writing concerning breaking in making contacts etc. Too much drawing plot comparisons and witty talk. It's a small enough book to skim through and I didn't find what I was looking for. Maybe it helps out the aleady established comic writer? But for those of us who have yet to make it. Nah.
__label__2,How to create comics from the man who changed them.: Alan Moore's work is among the most influential in the comics field. This essay which is bound in a comic-style format is short but gets the creative juices going. He shares some useful insight into storycraft and framing plots for the comics medium. I do not write comics (prose fiction is my area) but I dound this insightful and inspiring. If you like his work in Watchmen and Swamp Thing this is definitely worth picking up. And it is very very cheap.
__label__2,love this book: I love this book for reference on the job. It has tons of diseases and has a great format. I used the full version in nursing school so I found it easy to navigate when i started to practive. It also comes with a code so you can download the book to your PDA.
__label__2,My Great Aunt Arizona: This is a wonderful book. As an elementary teacher I especially enjoy reading it with my students and own a classroom set. It is a beautiful story of a teacher and contains lovely illustrations. It is a sweet depiction of schools and life long ago.
__label__2,Great so where is it now?: If you like Seal and his passionate powerful voice then this abreviated release is a must have. Stripped of all the production effects these raw versions of some of Seal's best songs show Seal for the artist he is and they really highlight the emotional power of his voice. The huge problem is you can't find this release anywhere anymore. That's a true disservice to Seal and his fans.
